Latitude,Longitude,Sample Date,s2_item_id,s2_datetime,s2_cloud,B02,B03,B04,B08,B11,B12,NDVI,NDWI,NDMI
-27.3,28.586944,2015-01-09,S2A_MSIL2A_20150831T081656_R135_T35JPK_20210525T180920,2015-08-31 08:16:56.027000+00:00,0.00938,0.0818576388888888,0.1166666666666666,0.1632263888888888,0.2234513888888888,0.3451444444444444,0.2668416666666666,0.1557498347744601,-0.3139636972447229,-0.214023825749705
-27.273889,28.49,2015-02-09,S2A_MSIL2A_20150831T081656_R135_T35JPK_20210525T180920,2015-08-31 08:16:56.027000+00:00,0.00938,0.0559486111111111,0.0722770833333333,0.0707381944444444,0.10675,0.0971166666666666,0.0650916666666666,0.20289690628761653,-0.19255699207414606,0.047253106605393135
-27.4275,28.525833,2015-02-09,S2A_MSIL2A_20150831T081656_R135_T35JPK_20210525T180920,2015-08-31 08:16:56.027000+00:00,0.00938,0.0965368055555555,0.1307138888888888,0.1823291666666666,0.2505736111111111,0.3914,0.3086333333333333,0.15764381276231687,-0.3143552364604347,-0.21936476274302139
-27.3,28.586944,2015-02-09,S2A_MSIL2A_20150831T081656_R135_T35JPK_20210525T180920,2015-08-31 08:16:56.027000+00:00,0.00938,0.0818576388888888,0.1166666666666666,0.1632263888888888,0.2234513888888888,0.3451444444444444,0.2668416666666666,0.1557498347744601,-0.3139636972447229,-0.214023825749705
-29.615556,27.065278,2015-08-12,S2A_MSIL2A_20151209T075322_R135_T35JNH_20210413T150148,2015-12-09 07:53:22.031000+00:00,0.012415,0.0590784722222222,0.0983229166666666,0.1241548611111111,0.2120027777777778,0.2102111111111111,0.1755638888888888,0.26132952669697324,-0.3663243590391651,0.004243504806005916
-25.45963889,28.26430556,2015-04-08,S2A_MSIL2A_20150811T081656_R135_T35JPM_20210411T200803,2015-08-11 08:16:56.027000+00:00,0.015216,1.0,1.0,1.0208333333333333,0.0122625,0.0267027777777777,0.0214472222222222,-0.9762606728149843,0.9757720946879136,-0.3705934770890443
-23.658056,31.05,2015-03-12,S2A_MSIL2A_20151209T075322_R135_T36KUU_20210413T150306,2015-12-09 07:53:22.031000+00:00,0.022767,0.0655944444444444,0.0928138888888888,0.1103229166666666,0.2088361111111111,0.2864833333333333,0.2206333333333333,0.3086649158260003,-0.3846253015807649,-0.15676191010259127
-26.861111,28.884722,2015-01-09,S2A_MSIL2A_20150831T081656_R135_T35JPL_20210412T043513,2015-08-31 08:16:56.027000+00:00,0.023331,0.0607472222222222,0.0836784722222222,0.1114201388888889,0.1639486111111111,0.2714777777777777,0.2361694444444444,0.19075683868278967,-0.32415734905907806,-0.24695142373159829
-27.00222,28.76528,2015-01-09,S2A_MSIL2A_20150831T081656_R135_T35JPL_20210412T043513,2015-08-31 08:16:56.027000+00:00,0.023331,0.0689131944444444,0.0940916666666666,0.1128611111111111,0.1467597222222222,0.22015,0.1701638888888889,0.1305696876315673,-0.2186744938375012,-0.2000227122167352
-27.02314,28.59389,2015-02-09,S2A_MSIL2A_20150831T081656_R135_T35JPL_20210412T043513,2015-08-31 08:16:56.027000+00:00,0.023331,0.05298125,0.0698222222222222,0.0783631944444444,0.1008229166666666,0.1431444444444444,0.1109444444444444,0.12534298603182406,-0.18166760943860247,-0.17347208899115682
-27.671111,27.236944,2015-02-12,S2A_MSIL2A_20151129T075252_R135_T35JNK_20210413T083141,2015-11-29 07:52:52.031000+00:00,0.029095,0.0615798611111111,0.0909798611111111,0.0962236111111111,0.19505625,0.2125611111111111,0.163025,0.3393047446244458,-0.36385751604662403,-0.0429443462941623
-25.57877778,29.12747222,2015-07-09,S2A_MSIL2A_20150831T081656_R135_T35JQM_20210412T043521,2015-08-31 08:16:56.027000+00:00,0.048122,0.0478409722222222,0.0680131944444444,0.0943423611111111,0.1422944444444444,0.2275333333333333,0.1612416666666666,0.2026400044598002,-0.35320281465806186,-0.23048265709201765
-25.45963889,28.26430556,2015-01-09,S2A_MSIL2A_20150831T081656_R135_T35JPM_20210412T043518,2015-08-31 08:16:56.027000+00:00,0.07502,0.0524152777777777,0.0767236111111111,0.101225,0.1837951388888889,0.2494083333333333,0.1824833333333333,0.28969931461856463,-0.4109935571906698,-0.15146045369330524
-25.127778,27.628889,2015-06-10,S2A_MSIL2A_20151003T075826_R035_T35JNN_20210412T144328,2015-10-03 07:58:26.027000+00:00,0.103016,0.0546118055555555,0.0822951388888889,0.1209611111111111,0.2068041666666666,0.3137805555555555,0.2698638888888888,0.26190405566234054,-0.43067909671412347,-0.20549275520809157
-25.20639,27.558,2015-06-10,S2A_MSIL2A_20151003T075826_R035_T35JNN_20210412T144328,2015-10-03 07:58:26.027000+00:00,0.103016,0.05206875,0.0794208333333333,0.0951388888888889,0.1879333333333333,0.216425,0.1623194444444444,0.32781190508784547,-0.40587547728360635,-0.07046143066157386
-24.69514,27.40906,2015-06-10,S2A_MSIL2A_20151003T075826_R035_T35JNN_20210412T144328,2015-10-03 07:58:26.027000+00:00,0.103016,0.0422256944444444,0.0678451388888888,0.0704590277777777,0.1919965277777778,0.1657527777777777,0.11255,0.46307840480751594,-0.4777963075786328,0.07335793415216371
-27.01011111,26.69808333,2015-02-09,S2A_MSIL2A_20150903T082706_R035_T35JML_20210412T053522,2015-09-03 08:27:06.028000+00:00,0.203359,0.0419319444444444,0.0589527777777777,0.0670416666666666,0.1045076388888888,0.1304638888888888,0.09755,0.21839769097678235,-0.27869047467148744,-0.11046551148289527
-26.648056,27.089444,2015-02-09,S2A_MSIL2A_20150903T082706_R035_T35JML_20210412T053522,2015-09-03 08:27:06.028000+00:00,0.203359,0.0641805555555555,0.0895590277777777,0.1218756944444444,0.1816354166666667,0.2825333333333333,0.1951416666666666,0.19689467711166664,-0.3395216634218766,-0.2173733511065733
-26.45,28.085833,2015-03-08,S2A_MSIL2A_20150801T081656_R135_T35JPL_20210411T172630,2015-08-01 08:16:56.027000+00:00,0.323526,0.0548604166666666,0.0824375,0.1266381944444444,0.1895569444444444,0.3012972222222222,0.2256416666666666,0.1989870882294326,-0.39382953083047256,-0.2276445538526552
-28.747778,31.745833,2015-09-12,S2A_MSIL2A_20151216T075212_R092_T36JUP_20210526T021137,2015-12-16 07:52:12.031000+00:00,0.35972,0.0498020833333333,0.0776277777777777,0.0762090277777777,0.2410194444444444,0.2203,0.1484305555555555,0.5195322333825559,-0.5127666437092173,0.04491344272156445
-28.801278,31.955389,2015-10-12,S2A_MSIL2A_20151216T075212_R092_T36JUP_20210526T021137,2015-12-16 07:52:12.031000+00:00,0.35972,0.05884375,0.0887625,0.09110625,0.2661666666666666,0.1840416666666667,0.1290333333333333,0.4899907283750447,-0.4998297782407292,0.18241554835683668
-25.81048333,27.90955222,2015-02-09,S2A_MSIL2A_20150831T081656_R135_T35JNM_20210525T180921,2015-08-31 08:16:56.027000+00:00,0.362297,0.0525375,0.0693381944444444,0.0878798611111111,0.127625,0.1779416666666666,0.1376333333333333,0.18442803880981815,-0.2959273976016879,-0.16466673939075588
-30.336111,27.359444,2015-09-12,S2A_MSIL2A_20151209T075322_R135_T35JNG_20210413T150200,2015-12-09 07:53:22.031000+00:00,0.426259,0.0643958333333333,0.1043118055555555,0.1450958333333333,0.1450770833333333,0.1101944444444444,0.0917666666666666,-6.461664381133848e-05,-0.1634606816656401,0.13664915626281182
-27.935,26.126667,2015-01-10,S2A_MSIL2A_20151003T075826_R035_T35JMK_20210412T144317,2015-10-03 07:58:26.027000+00:00,0.535672,0.0545694444444444,0.0835111111111111,0.1037694444444444,0.1678944444444444,0.2674527777777777,0.2195277777777778,0.23604535833612852,-0.335646255495538,-0.2286871909390185
-29.641944,30.6875,2015-10-12,S2A_MSIL2A_20151216T075212_R092_T36JTN_20210526T020843,2015-12-16 07:52:12.031000+00:00,0.673369,0.0462513888888888,0.07340625,0.0744041666666666,0.2010298611111111,0.1946083333333333,0.1340722222222222,0.459731484397953,-0.46503942427232187,0.016230808521352908
-26.970278,27.211111,2015-01-09,S2A_MSIL2A_20150903T082706_R035_T35JNL_20210412T053519,2015-09-03 08:27:06.028000+00:00,1.225183,0.017725,0.0323652777777777,0.0269444444444444,0.0339881944444444,0.0348805555555555,0.0263722222222222,0.11559896515771687,-0.02445865472129301,-0.012957416986632466
-27.573056,24.746389,2015-09-10,S2A_MSIL2A_20151003T075826_R035_T35JKK_20210412T144251,2015-10-03 07:58:26.027000+00:00,1.305244,0.0408423611111111,0.0722784722222222,0.0881444444444444,0.2026763888888889,0.2478805555555555,0.1947833333333333,0.39382303919326284,-0.4742520868307099,-0.10032953042662544
-27.902778,24.615556,2015-09-10,S2A_MSIL2A_20151003T075826_R035_T35JKK_20210412T144251,2015-10-03 07:58:26.027000+00:00,1.305244,0.0617458333333333,0.0993138888888889,0.1279833333333333,0.2100395833333333,0.2950277777777778,0.2449777777777778,0.24275351153387953,-0.35792614076284673,-0.16827100895474303
-30.679722,26.7125,2015-10-12,S2A_MSIL2A_20151209T075322_R135_T35JMG_20210413T150141,2015-12-09 07:53:22.031000+00:00,1.679346,0.0860868055555555,0.1237222222222222,0.1529125,0.1582131944444444,0.1745888888888889,0.1436694444444444,0.017037147812212806,-0.12233642949115073,-0.049205504606151966
-28.141944,26.417778,2015-01-10,S2A_MSIL2A_20151003T075826_R035_T35JMJ_20210412T144316,2015-10-03 07:58:26.027000+00:00,2.146824,0.0553034722222222,0.0828638888888888,0.1059104166666666,0.1892361111111111,0.275575,0.2265472222222222,0.28231975172311674,-0.39093062191044253,-0.18575048406720254
-28.883333,27.89,2015-08-12,S2A_MSIL2A_20151209T075322_R135_T35JNJ_20210413T150152,2015-12-09 07:53:22.031000+00:00,2.455675,0.0510104166666666,0.0769027777777777,0.0904555555555555,0.2192402777777777,0.212725,0.1525611111111111,0.41584260542243795,-0.48063764227899436,0.015082873816340298
-26.73806,27.59194,2015-01-10,S2A_MSIL2A_20151003T075826_R035_T35JNL_20210412T144326,2015-10-03 07:58:26.027000+00:00,3.034072,0.0380069444444444,0.0533194444444444,0.0543354166666666,0.0803125,0.0778305555555555,0.0604916666666666,0.19292599526399765,-0.20199553084087302,0.01569429928939811
-28.376944,24.303056,2015-08-10,S2A_MSIL2A_20151003T075826_R035_T35JKJ_20210412T144251,2015-10-03 07:58:26.027000+00:00,3.962104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-26.73806,27.59194,2015-03-08,S2A_MSIL2A_20150801T081656_R135_T35JNL_20210411T172620,2015-08-01 08:16:56.027000+00:00,5.216512,0.0290479166666666,0.0439166666666666,0.0420465277777777,0.0563145833333333,0.0477416666666666,0.0389277777777777,0.1450578932490201,-0.12369312631083641,0.08238733056961327
-32.94583,18.33667,2015-03-12,S2A_MSIL2A_20151208T082332_R121_T34HBJ_20210413T142244,2015-12-08 08:23:32.031000+00:00,5.877262,0.0995347222222222,0.1349340277777777,0.1623263888888889,0.2521527777777778,0.3516638888888889,0.2616361111111111,0.21672111920865866,-0.3028229025566045,-0.16480351835978851
-33.13083,18.86278,2015-02-12,S2A_MSIL2A_20151208T082332_R121_T34HBJ_20210413T142244,2015-12-08 08:23:32.031000+00:00,5.877262,0.1128840277777777,0.1581229166666666,0.1969625,0.2940402777777778,0.3730444444444444,0.2828944444444444,0.19771329648468175,-0.30059359713655387,-0.11843198327697564
-27.671111,27.236944,2015-08-09,S2A_MSIL2A_20150913T080256_R035_T35JNK_20210412T084206,2015-09-13 08:02:56.029000+00:00,6.658367,0.0774027777777777,0.0930958333333333,0.1007861111111111,0.1420083333333333,0.1770666666666666,0.1397055555555555,0.16978239480057283,-0.20804607886486615,-0.10987489879565444
-24.670833,28.560833,2015-09-12,S2A_MSIL2A_20151209T075322_R135_T35JPN_20210413T150214,2015-12-09 07:53:22.031000+00:00,7.149724,0.0537680555555555,0.0835847222222222,0.0881965277777777,0.2449694444444444,0.2511083333333333,0.1736222222222222,0.47055500782543436,-0.49119669934200927,-0.012374851613745352
-27.398611,26.614722,2015-09-09,S2A_MSIL2A_20150913T080256_R035_T35JMK_20210412T084206,2015-09-13 08:02:56.029000+00:00,10.823242,0.0803493055555555,0.0970590277777777,0.1072416666666666,0.1651006944444444,0.2098611111111111,0.1679694444444444,0.21244960769786328,-0.25954279356739257,-0.11937326949935308
-27.4,26.624722,2015-09-09,S2A_MSIL2A_20150913T080256_R035_T35JMK_20210412T084206,2015-09-13 08:02:56.029000+00:00,10.823242,0.0789347222222222,0.0957472222222222,0.1069673611111111,0.1486277777777777,0.2121722222222222,0.1678166666666666,0.16299377542001703,-0.21639102017530074,-0.17612096575462421
-25.99136,27.84208,2015-03-08,S2A_MSIL2A_20150801T081656_R135_T35JNM_20210411T172617,2015-08-01 08:16:56.027000+00:00,15.40097,0.0432229166666666,0.0745368055555555,0.1078923611111111,0.1814125,0.2727861111111111,0.2066333333333333,0.2541268702028428,-0.41756586997587636,-0.20117545249066626
-28.116667,26.725278,2015-08-09,S2A_MSIL2A_20150913T080256_R035_T35JMJ_20210412T084203,2015-09-13 08:02:56.029000+00:00,16.197913,0.0728951388888888,0.0906263888888889,0.1071409722222222,0.1477458333333333,0.2323361111111111,0.1754861111111111,0.15930546511597088,-0.2396229053524334,-0.22255800101527734
-28.141944,26.417778,2015-08-09,S2A_MSIL2A_20150913T080256_R035_T35JMJ_20210412T084203,2015-09-13 08:02:56.029000+00:00,16.197913,0.0818986111111111,0.1015381944444444,0.1224555555555555,0.1630805555555555,0.2686333333333333,0.218525,0.14227622503428045,-0.23256991846147926,-0.24449706274031793
-27.573056,24.746389,2015-11-09,S2A_MSIL2A_20150913T080256_R035_T35JKK_20210412T084142,2015-09-13 08:02:56.029000+00:00,17.866178,0.0777486111111111,0.0989354166666666,0.1158652777777777,0.1790451388888889,0.2590361111111111,0.2102277777777778,0.21423407767352054,-0.28818462522255045,-0.18259391887244567
-33.31388889,19.07472222,2015-01-12,S2A_MSIL2A_20151208T082332_R121_T34HCJ_20210413T142300,2015-12-08 08:23:32.031000+00:00,19.127594,0.9542388888888887,0.9107222222222222,0.8897416666666667,0.9022166666666666,0.7692333333333333,0.6246472222222222,0.006961657404604613,0.004691584260054036,0.07956165804137347
-30.679722,26.7125,2015-10-09,S2A_MSIL2A_20150913T080256_R035_T35JMG_20210412T084203,2015-09-13 08:02:56.029000+00:00,22.779523,0.0970729166666666,0.1213479166666666,0.1326104166666666,0.1502430555555555,0.1657444444444444,0.1418055555555555,0.06233842119842743,-0.10639211845797229,-0.04905696867388689
-29.160278,26.573333,2015-07-09,S2A_MSIL2A_20150913T080256_R035_T35JMH_20210412T084216,2015-09-13 08:02:56.029000+00:00,23.664092,0.0848416666666666,0.0990409722222222,0.1159819444444444,0.140425,0.1839666666666666,0.1469,0.09532914800112341,-0.17281798910118626,-0.13422560176699688
-29.615556,27.065278,2015-08-09,S2A_MSIL2A_20150913T080256_R035_T35JMH_20210412T084216,2015-09-13 08:02:56.029000+00:00,23.664092,0.0538006944444444,0.0823909722222222,0.0957333333333333,0.15381875,0.1887833333333333,0.1550583333333333,0.23275869265674584,-0.3023913541978485,-0.10205595655766225
-24.058889,31.237222,2015-06-12,S2A_MSIL2A_20151206T075212_R092_T36KUU_20210413T123534,2015-12-06 07:52:12.031000+00:00,24.15225,0.0686798611111111,0.0992159722222222,0.1188909722222222,0.2136847222222222,0.227225,0.1823583333333333,0.2850290973850765,-0.365830923459194,-0.030709864390158943
