Latitude,Longitude,Sample Date,s2_item_id,s2_datetime,s2_cloud,B02,B03,B04,B08,B11,B12,NDVI,NDWI,NDMI
-25.49037,30.6986,2011-01-24,,,,,,,,,,,,
-26.970278,27.211111,2011-01-24,,,,,,,,,,,,
-27.671111,27.236944,2011-01-24,,,,,,,,,,,,
-27.356667,27.286389,2011-01-24,,,,,,,,,,,,
-27.01011111,26.69808333,2011-01-25,,,,,,,,,,,,
-26.98472222,26.63227778,2011-01-25,,,,,,,,,,,,
-27.398611,26.614722,2011-01-25,,,,,,,,,,,,
-33.818056,19.694722,2011-01-25,,,,,,,,,,,,
-25.45963889,28.26430556,2011-01-25,,,,,,,,,,,,
-33.897778,20.012778,2011-01-25,,,,,,,,,,,,
-25.81048333,27.90955222,2011-01-26,,,,,,,,,,,,
-34.065833,20.404167,2011-01-26,,,,,,,,,,,,
-24.058889,31.237222,2011-01-26,,,,,,,,,,,,
-26.648056,27.089444,2011-01-26,,,,,,,,,,,,
-26.880278,26.965,2011-01-26,,,,,,,,,,,,
-27.273889,28.49,2011-01-26,,,,,,,,,,,,
-27.044444,27.005,2011-01-26,,,,,,,,,,,,
-34.092222,21.295278,2011-01-26,,,,,,,,,,,,
-27.02314,28.59389,2011-01-27,,,,,,,,,,,,
-26.73806,27.59194,2011-01-27,,,,,,,,,,,,
-28.760833,17.730278,2011-01-30,,,,,,,,,,,,
-26.861111,28.884722,2011-01-31,,,,,,,,,,,,
-26.73806,27.59194,2011-01-31,,,,,,,,,,,,
-25.127778,27.628889,2011-02-01,,,,,,,,,,,,
-24.69514,27.40906,2011-02-01,,,,,,,,,,,,
-27.363611,31.783333,2011-02-01,,,,,,,,,,,,
-27.802778,28.768333,2011-02-01,,,,,,,,,,,,
-29.160278,26.573333,2011-02-01,,,,,,,,,,,,
-34.329722,18.990278,2011-02-01,,,,,,,,,,,,
-25.20639,27.558,2011-02-02,,,,,,,,,,,,
-23.281,30.54305556,2011-02-03,,,,,,,,,,,,
-28.801278,31.955389,2011-02-03,,,,,,,,,,,,
-27.00222,28.76528,2011-02-03,,,,,,,,,,,,
-27.02314,28.59389,2011-02-03,,,,,,,,,,,,
-27.3,28.586944,2011-02-03,,,,,,,,,,,,
-30.679722,26.7125,2011-02-03,,,,,,,,,,,,
-28.460833,21.248889,2011-02-03,,,,,,,,,,,,
-28.460833,21.248889,2011-02-04,,,,,,,,,,,,
-29.140556,31.391944,2011-02-07,,,,,,,,,,,,
-25.99136,27.84208,2011-02-07,,,,,,,,,,,,
-24.058889,31.237222,2011-02-07,,,,,,,,,,,,
-26.73806,27.59194,2011-02-07,,,,,,,,,,,,
-30.86013889,29.07125,2011-02-07,,,,,,,,,,,,
-27.356667,27.286389,2011-02-07,,,,,,,,,,,,
-28.058889,30.373611,2011-02-07,,,,,,,,,,,,
-27.01011111,26.69808333,2011-02-08,,,,,,,,,,,,
-27.169444,29.233889,2011-02-08,,,,,,,,,,,,
-26.98472222,26.63227778,2011-02-08,,,,,,,,,,,,
-27.398611,26.614722,2011-02-08,,,,,,,,,,,,
-27.573056,24.746389,2011-02-08,,,,,,,,,,,,
-33.501667,21.624167,2011-02-08,,,,,,,,,,,,
-32.502778,19.535833,2011-02-08,,,,,,,,,,,,
-25.45963889,28.26430556,2011-02-08,,,,,,,,,,,,
-26.970278,27.211111,2011-02-09,,,,,,,,,,,,
-27.273889,28.49,2011-02-09,,,,,,,,,,,,
-28.69485,28.23487,2011-02-09,,,,,,,,,,,,
-28.883333,27.89,2011-02-09,,,,,,,,,,,,
-27.02314,28.59389,2011-02-10,,,,,,,,,,,,
-30.679722,26.7125,2011-02-10,,,,,,,,,,,,
-30.534167,24.961944,2011-02-10,,,,,,,,,,,,
-34.031944,22.053333,2011-02-10,,,,,,,,,,,,
-34.039722,22.133333,2011-02-10,,,,,,,,,,,,
-32.595833,19.009444,2011-02-10,,,,,,,,,,,,
-28.801278,31.955389,2011-02-11,,,,,,,,,,,,
-29.658056,25.973333,2011-02-11,,,,,,,,,,,,
-28.068333,31.55,2011-02-11,,,,,,,,,,,,
-28.760833,17.730278,2011-02-13,,,,,,,,,,,,
-29.7775,29.470833,2011-02-14,,,,,,,,,,,,
-29.987778,29.851667,2011-02-14,,,,,,,,,,,,
-29.744167,29.905833,2011-02-14,,,,,,,,,,,,
-26.861111,28.884722,2011-02-14,,,,,,,,,,,,
-26.45,28.085833,2011-02-14,,,,,,,,,,,,
-31.396,29.2651,2011-02-14,,,,,,,,,,,,
-25.20639,27.558,2011-02-15,,,,,,,,,,,,
-24.69514,27.40906,2011-02-15,,,,,,,,,,,,
-26.006389,29.253889,2011-02-15,,,,,,,,,,,,
-27.802778,28.768333,2011-02-15,,,,,,,,,,,,
-27.398611,26.614722,2011-02-15,,,,,,,,,,,,
-27.671111,27.236944,2011-02-15,,,,,,,,,,,,
-29.160278,26.573333,2011-02-15,,,,,,,,,,,,
-30.568333,29.422778,2011-02-15,,,,,,,,,,,,
-30.570833,29.150556,2011-02-15,,,,,,,,,,,,
-33.38056,19.30167,2011-02-15,,,,,,,,,,,,
-33.31388889,19.07472222,2011-02-15,,,,,,,,,,,,
-27.495556,26.074722,2011-02-15,,,,,,,,,,,,
-25.436111,31.982222,2011-02-16,,,,,,,,,,,,
-24.39619444,27.08983333,2011-02-16,,,,,,,,,,,,
-25.67386,31.57527,2011-02-16,,,,,,,,,,,,
-30.733889,29.828333,2011-02-16,,,,,,,,,,,,
-30.398056,30.601944,2011-02-16,,,,,,,,,,,,
-27.273889,28.49,2011-02-16,,,,,,,,,,,,
-27.3,28.586944,2011-02-16,,,,,,,,,,,,
-27.044444,27.005,2011-02-16,,,,,,,,,,,,
-30.86013889,29.07125,2011-02-16,,,,,,,,,,,,
-30.77586667,29.03221667,2011-02-16,,,,,,,,,,,,
-33.13083,18.86278,2011-02-16,,,,,,,,,,,,
-24.925278,29.324444,2011-02-17,,,,,,,,,,,,
-27.00222,28.76528,2011-02-17,,,,,,,,,,,,
-27.02314,28.59389,2011-02-17,,,,,,,,,,,,
-22.43772222,31.07805556,2011-02-18,,,,,,,,,,,,
-29.803611,30.516111,2011-02-18,,,,,,,,,,,,
-25.99136,27.84208,2011-02-21,,,,,,,,,,,,
-26.861111,28.884722,2011-02-21,,,,,,,,,,,,
-26.73806,27.59194,2011-02-21,,,,,,,,,,,,
-26.45,28.085833,2011-02-21,,,,,,,,,,,,
-27.01011111,26.69808333,2011-02-22,,,,,,,,,,,,
-27.169444,29.233889,2011-02-22,,,,,,,,,,,,
-26.98472222,26.63227778,2011-02-22,,,,,,,,,,,,
-27.398611,26.614722,2011-02-22,,,,,,,,,,,,
-29.160278,26.573333,2011-02-22,,,,,,,,,,,,
-33.818056,19.694722,2011-02-22,,,,,,,,,,,,
-25.81048333,27.90955222,2011-02-23,,,,,,,,,,,,
-29.641944,30.6875,2011-02-23,,,,,,,,,,,,
-34.065833,20.404167,2011-02-23,,,,,,,,,,,,
-33.980556,21.653333,2011-02-23,,,,,,,,,,,,
-22.769722,30.886944,2011-02-23,,,,,,,,,,,,
-27.00222,28.76528,2011-02-23,,,,,,,,,,,,
-27.02314,28.59389,2011-02-23,,,,,,,,,,,,
-27.38972222,26.46388889,2011-02-23,,,,,,,,,,,,
-27.398611,26.614722,2011-02-23,,,,,,,,,,,,
-27.671111,27.236944,2011-02-23,,,,,,,,,,,,
-27.356667,27.286389,2011-02-23,,,,,,,,,,,,
-33.897778,20.012778,2011-02-23,,,,,,,,,,,,
-23.763056,27.908611,2011-02-24,,,,,,,,,,,,
-23.23572222,27.717,2011-02-24,,,,,,,,,,,,
-28.44555556,32.325,2011-02-24,,,,,,,,,,,,
-30.679722,26.7125,2011-02-24,,,,,,,,,,,,
-30.160091,27.40124,2011-02-24,,,,,,,,,,,,
-30.336111,27.359444,2011-02-24,,,,,,,,,,,,
-28.460833,21.248889,2011-02-24,,,,,,,,,,,,
-22.91028,29.61111,2011-02-25,,,,,,,,,,,,
-28.760833,17.730278,2011-02-27,,,,,,,,,,,,
-24.183889,30.823889,2011-03-01,,,,,,,,,,,,
-27.398611,26.614722,2011-03-01,,,,,,,,,,,,
-27.671111,27.236944,2011-03-01,,,,,,,,,,,,
-29.160278,26.573333,2011-03-01,,,,,,,,,,,,
-27.495556,26.074722,2011-03-01,,,,,,,,,,,,
-23.658056,31.05,2011-03-02,,,,,,,,,,,,
-26.648056,27.089444,2011-03-02,,,,,,,,,,,,
-27.802778,28.768333,2011-03-02,,,,,,,,,,,,
-24.679167,30.8025,2011-03-03,,,,,,,,,,,,
-27.273889,28.49,2011-03-03,,,,,,,,,,,,
-27.3,28.586944,2011-03-03,,,,,,,,,,,,
-30.679722,26.7125,2011-03-03,,,,,,,,,,,,
-27.02314,28.59389,2011-03-04,,,,,,,,,,,,
-25.99136,27.84208,2011-03-07,,,,,,,,,,,,
-31.554722,29.245556,2011-03-07,,,,,,,,,,,,
-27.01011111,26.69808333,2011-03-08,,,,,,,,,,,,
-27.802778,28.768333,2011-03-08,,,,,,,,,,,,
-26.98472222,26.63227778,2011-03-08,,,,,,,,,,,,
-27.398611,26.614722,2011-03-08,,,,,,,,,,,,
-27.671111,27.236944,2011-03-08,,,,,,,,,,,,
-29.160278,26.573333,2011-03-08,,,,,,,,,,,,
-31.396,29.2651,2011-03-08,,,,,,,,,,,,
-25.45963889,28.26430556,2011-03-08,,,,,,,,,,,,
-25.81048333,27.90955222,2011-03-09,,,,,,,,,,,,
-22.225556,29.990556,2011-03-09,,,,,,,,,,,,
-26.03611,30.99778,2011-03-09,,,,,,,,,,,,
-28.404444,30.013056,2011-03-09,,,,,,,,,,,,
-29.380556,30.2775,2011-03-09,,,,,,,,,,,,
-26.648056,27.089444,2011-03-09,,,,,,,,,,,,
-26.970278,27.211111,2011-03-09,,,,,,,,,,,,
-27.273889,28.49,2011-03-09,,,,,,,,,,,,
-27.3,28.586944,2011-03-09,,,,,,,,,,,,
-27.044444,27.005,2011-03-09,,,,,,,,,,,,
-28.69485,28.23487,2011-03-09,,,,,,,,,,,,
-28.883333,27.89,2011-03-09,,,,,,,,,,,,
-30.568333,29.422778,2011-03-09,,,,,,,,,,,,
-30.570833,29.150556,2011-03-09,,,,,,,,,,,,
-34.329722,18.990278,2011-03-09,,,,,,,,,,,,
-30.830556,26.921389,2011-03-10,,,,,,,,,,,,
-25.49037,30.6986,2011-03-10,,,,,,,,,,,,
-29.380556,30.2775,2011-03-10,,,,,,,,,,,,
-30.86013889,29.07125,2011-03-10,,,,,,,,,,,,
-30.77586667,29.03221667,2011-03-10,,,,,,,,,,,,
-29.658056,25.973333,2011-03-11,,,,,,,,,,,,
-30.534167,24.961944,2011-03-11,,,,,,,,,,,,
-31.031389,28.883333,2011-03-11,,,,,,,,,,,,
-34.039722,22.133333,2011-03-11,,,,,,,,,,,,
-28.760833,17.730278,2011-03-13,,,,,,,,,,,,
-29.7775,29.470833,2011-03-14,,,,,,,,,,,,
-29.987778,29.851667,2011-03-14,,,,,,,,,,,,
-29.744167,29.905833,2011-03-14,,,,,,,,,,,,
-26.861111,28.884722,2011-03-14,,,,,,,,,,,,
-26.73806,27.59194,2011-03-14,,,,,,,,,,,,
-26.45,28.085833,2011-03-14,,,,,,,,,,,,
-25.127778,27.628889,2011-03-15,,,,,,,,,,,,
-25.20639,27.558,2011-03-15,,,,,,,,,,,,
-24.69514,27.40906,2011-03-15,,,,,,,,,,,,
-25.73411,27.21422,2011-03-15,,,,,,,,,,,,
-26.006389,29.253889,2011-03-15,,,,,,,,,,,,
-28.747778,31.745833,2011-03-15,,,,,,,,,,,,
-30.733889,29.828333,2011-03-15,,,,,,,,,,,,
-27.398611,26.614722,2011-03-15,,,,,,,,,,,,
-27.495556,26.074722,2011-03-15,,,,,,,,,,,,
-24.282222,28.090278,2011-03-16,,,,,,,,,,,,
-30.398056,30.601944,2011-03-16,,,,,,,,,,,,
-30.27402,30.69602,2011-03-16,,,,,,,,,,,,
-26.880278,26.965,2011-03-16,,,,,,,,,,,,
-27.273889,28.49,2011-03-16,,,,,,,,,,,,
-34.031944,22.053333,2011-03-16,,,,,,,,,,,,
-23.763056,27.908611,2011-03-17,,,,,,,,,,,,
-27.00222,28.76528,2011-03-17,,,,,,,,,,,,
-27.02314,28.59389,2011-03-17,,,,,,,,,,,,
-24.925278,29.324444,2011-03-18,,,,,,,,,,,,
-29.803611,30.516111,2011-03-18,,,,,,,,,,,,
-26.970278,27.211111,2011-03-21,,,,,,,,,,,,
-27.01011111,26.69808333,2011-03-22,,,,,,,,,,,,
-25.99136,27.84208,2011-03-22,,,,,,,,,,,,
-26.861111,28.884722,2011-03-22,,,,,,,,,,,,
-26.45,28.085833,2011-03-22,,,,,,,,,,,,
-27.398611,26.614722,2011-03-22,,,,,,,,,,,,
-33.501667,21.624167,2011-03-22,,,,,,,,,,,,
-33.31388889,19.07472222,2011-03-22,,,,,,,,,,,,
-28.338333,31.373611,2011-03-22,,,,,,,,,,,,
-29.641944,30.6875,2011-03-23,,,,,,,,,,,,
-28.735556,29.820556,2011-03-23,,,,,,,,,,,,
-26.648056,27.089444,2011-03-23,,,,,,,,,,,,
-27.044444,27.005,2011-03-23,,,,,,,,,,,,
-29.160278,26.573333,2011-03-23,,,,,,,,,,,,
-33.13083,18.86278,2011-03-23,,,,,,,,,,,,
-25.45963889,28.26430556,2011-03-23,,,,,,,,,,,,
-25.81048333,27.90955222,2011-03-24,,,,,,,,,,,,
-27.602222,29.942778,2011-03-24,,,,,,,,,,,,
-27.3,28.586944,2011-03-24,,,,,,,,,,,,
-33.38056,19.30167,2011-03-24,,,,,,,,,,,,
-27.00222,28.76528,2011-03-25,,,,,,,,,,,,
-27.02314,28.59389,2011-03-25,,,,,,,,,,,,
-30.160091,27.40124,2011-03-25,,,,,,,,,,,,
-30.336111,27.359444,2011-03-25,,,,,,,,,,,,
-28.760833,17.730278,2011-03-27,,,,,,,,,,,,
-22.43772222,31.07805556,2011-03-28,,,,,,,,,,,,
-26.73806,27.59194,2011-03-28,,,,,,,,,,,,
-25.127778,27.628889,2011-03-29,,,,,,,,,,,,
-25.20639,27.558,2011-03-29,,,,,,,,,,,,
-24.69514,27.40906,2011-03-29,,,,,,,,,,,,
-27.169444,29.233889,2011-03-29,,,,,,,,,,,,
-26.98472222,26.63227778,2011-03-29,,,,,,,,,,,,
-28.141944,26.417778,2011-03-29,,,,,,,,,,,,
-28.116667,26.725278,2011-03-29,,,,,,,,,,,,
-27.398611,26.614722,2011-03-29,,,,,,,,,,,,
-29.160278,26.573333,2011-03-29,,,,,,,,,,,,
-27.495556,26.074722,2011-03-29,,,,,,,,,,,,
-34.065833,20.404167,2011-03-30,,,,,,,,,,,,
-27.363611,31.783333,2011-03-30,,,,,,,,,,,,
-26.905,32.324722,2011-03-30,,,,,,,,,,,,
-28.75,30.442778,2011-03-30,,,,,,,,,,,,
-29.161667,30.629722,2011-03-30,,,,,,,,,,,,
-26.880278,26.965,2011-03-30,,,,,,,,,,,,
-27.398611,26.614722,2011-03-30,,,,,,,,,,,,
-28.69485,28.23487,2011-03-30,,,,,,,,,,,,
-28.883333,27.89,2011-03-30,,,,,,,,,,,,
-33.818056,19.694722,2011-03-30,,,,,,,,,,,,
-34.075556,20.145556,2011-03-30,,,,,,,,,,,,
-27.00222,28.76528,2011-03-31,,,,,,,,,,,,
-27.02314,28.59389,2011-03-31,,,,,,,,,,,,
-30.679722,26.7125,2011-03-31,,,,,,,,,,,,
-30.534167,24.961944,2011-03-31,,,,,,,,,,,,
-33.897778,20.012778,2011-03-31,,,,,,,,,,,,
-22.769722,30.886944,2011-04-01,,,,,,,,,,,,
-27.802778,28.768333,2011-04-01,,,,,,,,,,,,
-27.5275,30.858056,2011-04-02,,,,,,,,,,,,
-25.99136,27.84208,2011-04-04,,,,,,,,,,,,
-25.513889,31.224444,2011-04-04,,,,,,,,,,,,
-25.398889,31.610556,2011-04-04,,,,,,,,,,,,
-24.183889,30.823889,2011-04-05,,,,,,,,,,,,
-23.281,30.54305556,2011-04-05,,,,,,,,,,,,
-25.362222,31.956667,2011-04-05,,,,,,,,,,,,
-29.380556,30.2775,2011-04-05,,,,,,,,,,,,
-27.398611,26.614722,2011-04-05,,,,,,,,,,,,
-25.45963889,28.26430556,2011-04-05,,,,,,,,,,,,
-25.81048333,27.90955222,2011-04-06,,,,,,,,,,,,
-23.658056,31.05,2011-04-06,,,,,,,,,,,,
-24.058889,31.237222,2011-04-06,,,,,,,,,,,,
-24.034167,31.123611,2011-04-06,,,,,,,,,,,,
-24.99328,30.81444,2011-04-06,,,,,,,,,,,,
-25.14944444,31.94055556,2011-04-06,,,,,,,,,,,,
-27.937778,31.209444,2011-04-06,,,,,,,,,,,,
-28.404444,30.013056,2011-04-06,,,,,,,,,,,,
-26.880278,26.965,2011-04-06,,,,,,,,,,,,
-31.000833,26.353056,2011-04-06,,,,,,,,,,,,
-24.679167,30.8025,2011-04-07,,,,,,,,,,,,
-24.99328,30.81444,2011-04-07,,,,,,,,,,,,
-27.02314,28.59389,2011-04-07,,,,,,,,,,,,
-28.760833,17.730278,2011-04-10,,,,,,,,,,,,
-26.73806,27.59194,2011-04-10,,,,,,,,,,,,
-25.49037,30.6986,2011-04-11,,,,,,,,,,,,
-29.987778,29.851667,2011-04-11,,,,,,,,,,,,
-29.744167,29.905833,2011-04-11,,,,,,,,,,,,
-26.861111,28.884722,2011-04-11,,,,,,,,,,,,
-26.970278,27.211111,2011-04-11,,,,,,,,,,,,
-26.45,28.085833,2011-04-11,,,,,,,,,,,,
-31.396,29.2651,2011-04-11,,,,,,,,,,,,
-31.554722,29.245556,2011-04-11,,,,,,,,,,,,
-27.356667,27.286389,2011-04-11,,,,,,,,,,,,
-25.447222,30.711667,2011-04-11,,,,,,,,,,,,
-27.01011111,26.69808333,2011-04-12,,,,,,,,,,,,
-25.127778,27.628889,2011-04-12,,,,,,,,,,,,
-25.20639,27.558,2011-04-12,,,,,,,,,,,,
-24.69514,27.40906,2011-04-12,,,,,,,,,,,,
-25.73411,27.21422,2011-04-12,,,,,,,,,,,,
-26.006389,29.253889,2011-04-12,,,,,,,,,,,,
-26.03611,30.99778,2011-04-12,,,,,,,,,,,,
-28.801278,31.955389,2011-04-12,,,,,,,,,,,,
-30.733889,29.828333,2011-04-12,,,,,,,,,,,,
-27.169444,29.233889,2011-04-12,,,,,,,,,,,,
-27.802778,28.768333,2011-04-12,,,,,,,,,,,,
-26.98472222,26.63227778,2011-04-12,,,,,,,,,,,,
-27.398611,26.614722,2011-04-12,,,,,,,,,,,,
-29.160278,26.573333,2011-04-12,,,,,,,,,,,,
-30.568333,29.422778,2011-04-12,,,,,,,,,,,,
-30.570833,29.150556,2011-04-12,,,,,,,,,,,,
-33.501667,21.624167,2011-04-12,,,,,,,,,,,,
-27.495556,26.074722,2011-04-12,,,,,,,,,,,,
-25.57877778,29.12747222,2011-04-12,,,,,,,,,,,,
-28.801278,31.955389,2011-04-13,,,,,,,,,,,,
-30.398056,30.601944,2011-04-13,,,,,,,,,,,,
-30.27402,30.69602,2011-04-13,,,,,,,,,,,,
-26.648056,27.089444,2011-04-13,,,,,,,,,,,,
-27.044444,27.005,2011-04-13,,,,,,,,,,,,
-31.031389,28.883333,2011-04-13,,,,,,,,,,,,
-30.86013889,29.07125,2011-04-13,,,,,,,,,,,,
-24.925278,29.324444,2011-04-14,,,,,,,,,,,,
-27.00222,28.76528,2011-04-14,,,,,,,,,,,,
-27.02314,28.59389,2011-04-14,,,,,,,,,,,,
-30.160091,27.40124,2011-04-14,,,,,,,,,,,,
-30.336111,27.359444,2011-04-14,,,,,,,,,,,,
-30.830556,26.921389,2011-04-15,,,,,,,,,,,,
-27.902778,24.615556,2011-04-15,,,,,,,,,,,,
-34.031944,22.053333,2011-04-15,,,,,,,,,,,,
-29.803611,30.516111,2011-04-15,,,,,,,,,,,,
-22.43772222,31.07805556,2011-04-16,,,,,,,,,,,,
-25.99136,27.84208,2011-04-18,,,,,,,,,,,,
-34.039722,22.133333,2011-04-18,,,,,,,,,,,,
-28.735556,29.820556,2011-04-19,,,,,,,,,,,,
-27.802778,28.768333,2011-04-19,,,,,,,,,,,,
-33.38056,19.30167,2011-04-19,,,,,,,,,,,,
-33.31388889,19.07472222,2011-04-19,,,,,,,,,,,,
-27.356667,27.286389,2011-04-19,,,,,,,,,,,,
-28.068333,31.55,2011-04-19,,,,,,,,,,,,
-27.398611,26.614722,2011-04-20,,,,,,,,,,,,
-29.160278,26.573333,2011-04-20,,,,,,,,,,,,
-30.830556,26.921389,2011-04-21,,,,,,,,,,,,
-27.363611,31.783333,2011-04-21,,,,,,,,,,,,
-27.044444,27.005,2011-04-21,,,,,,,,,,,,
-27.902778,24.615556,2011-04-21,,,,,,,,,,,,
-28.760833,17.730278,2011-04-25,,,,,,,,,,,,
-26.861111,28.884722,2011-04-25,,,,,,,,,,,,
-26.970278,27.211111,2011-04-25,,,,,,,,,,,,
-26.45,28.085833,2011-04-25,,,,,,,,,,,,
-27.01011111,26.69808333,2011-04-26,,,,,,,,,,,,
-25.127778,27.628889,2011-04-26,,,,,,,,,,,,
-25.20639,27.558,2011-04-26,,,,,,,,,,,,
-24.69514,27.40906,2011-04-26,,,,,,,,,,,,
-27.169444,29.233889,2011-04-26,,,,,,,,,,,,
-26.98472222,26.63227778,2011-04-26,,,,,,,,,,,,
-27.398611,26.614722,2011-04-26,,,,,,,,,,,,
-27.495556,26.074722,2011-04-26,,,,,,,,,,,,
-34.065833,20.404167,2011-04-27,,,,,,,,,,,,
-28.75,30.442778,2011-04-27,,,,,,,,,,,,
-29.161667,30.629722,2011-04-27,,,,,,,,,,,,
-26.880278,26.965,2011-04-27,,,,,,,,,,,,
-33.897778,20.012778,2011-04-28,,,,,,,,,,,,
-25.99136,27.84208,2011-05-02,,,,,,,,,,,,
-29.380556,30.2775,2011-05-03,,,,,,,,,,,,
-26.45,28.085833,2011-05-03,,,,,,,,,,,,
-27.902778,24.615556,2011-05-03,,,,,,,,,,,,
-25.45963889,28.26430556,2011-05-03,,,,,,,,,,,,
-25.57877778,29.12747222,2011-05-03,,,,,,,,,,,,
-25.81048333,27.90955222,2011-05-04,,,,,,,,,,,,
-26.006389,29.253889,2011-05-04,,,,,,,,,,,,
-28.404444,30.013056,2011-05-04,,,,,,,,,,,,
-27.802778,28.768333,2011-05-04,,,,,,,,,,,,
-27.356667,27.286389,2011-05-04,,,,,,,,,,,,
-27.937778,31.209444,2011-05-05,,,,,,,,,,,,
