Latitude,Longitude,nir,green,swir16,pet,month_sin,month_cos
-33.13083,18.86278,15187.0,11456.5,14527.0,207.1,0.49999999999999994,0.8660254037844387
-33.7075,18.97444444,14270.0,9913.0,13652.0,200.3,0.49999999999999994,0.8660254037844387
-25.57877778,29.12747222,13560.0,10076.0,16388.0,161.6,0.49999999999999994,0.8660254037844387
-27.02314,28.59389,11490.5,9969.5,10372.5,163.1,0.49999999999999994,0.8660254037844387
-30.679722,26.7125,13400.0,10548.0,7764.0,180.90001,0.49999999999999994,0.8660254037844387
-28.460833,21.248889,14599.0,12046.5,12067.0,244.7,0.49999999999999994,0.8660254037844387
-24.925278,29.324444,13185.0,9112.0,13904.5,162.40001,0.49999999999999994,0.8660254037844387
-28.460833,21.248889,14599.0,12046.5,12067.0,244.7,0.49999999999999994,0.8660254037844387
-24.679167,30.8025,12245.0,9505.5,14908.5,143.3,0.49999999999999994,0.8660254037844387
-25.99136,27.84208,18631.5,11771.5,16495.0,161.1,0.49999999999999994,0.8660254037844387
-25.49037,30.6986,10676.0,8325.0,8915.5,144.7,0.49999999999999994,0.8660254037844387
-26.970278,27.211111,10218.0,11040.0,7946.5,173.90001,0.49999999999999994,0.8660254037844387
-27.671111,27.236944,14887.0,10943.0,13522.0,182.90001,0.49999999999999994,0.8660254037844387
-27.356667,27.286389,16828.5,9502.5,12665.5,182.40001,0.49999999999999994,0.8660254037844387
-27.01011111,26.69808333,12433.5,10433.5,9579.5,183.5,0.49999999999999994,0.8660254037844387
-26.98472222,26.63227778,13683.0,10207.0,14011.5,181.40001,0.49999999999999994,0.8660254037844387
-27.398611,26.614722,15515.5,10247.0,12823.0,191.90001,0.49999999999999994,0.8660254037844387
-25.45963889,28.26430556,13959.0,9926.0,15156.5,164.5,0.49999999999999994,0.8660254037844387
-33.897778,20.012778,13871.0,9154.0,11520.0,196.1,0.49999999999999994,0.8660254037844387
-25.81048333,27.90955222,16870.5,9753.0,13408.0,164.1,0.49999999999999994,0.8660254037844387
-34.065833,20.404167,13535.0,8387.0,10165.0,179.3,0.49999999999999994,0.8660254037844387
-24.058889,31.237222,14757.5,9468.5,13111.5,154.6,0.49999999999999994,0.8660254037844387
-26.648056,27.089444,19310.5,9597.0,12954.5,170.90001,0.49999999999999994,0.8660254037844387
-26.880278,26.965,14265.0,9582.5,14182.0,175.5,0.49999999999999994,0.8660254037844387
-27.273889,28.49,12333.0,9060.0,9264.5,164.3,0.49999999999999994,0.8660254037844387
-27.044444,27.005,17418.5,9908.0,13987.0,178.7,0.49999999999999994,0.8660254037844387
-34.092222,21.295278,14913.0,9525.0,13943.0,173.1,0.49999999999999994,0.8660254037844387
-27.02314,28.59389,11490.5,9969.5,10372.5,163.1,0.49999999999999994,0.8660254037844387
-26.73806,27.59194,9089.5,9167.0,7963.0,168.1,0.49999999999999994,0.8660254037844387
-28.760833,17.730278,11190.0,11426.0,7687.5,257.5,0.49999999999999994,0.8660254037844387
-26.861111,28.884722,17658.5,9550.0,13746.5,161.0,0.49999999999999994,0.8660254037844387
-26.73806,27.59194,9089.5,9167.0,7963.0,168.1,0.49999999999999994,0.8660254037844387
-25.127778,27.628889,7814.0,5189.5,6664.0,169.3,0.8660254037844386,0.5000000000000001
-24.69514,27.40906,15543.0,10647.0,11919.5,172.90001,0.8660254037844386,0.5000000000000001
-27.363611,31.783333,17894.5,9281.0,13078.0,154.40001,0.8660254037844386,0.5000000000000001
-27.802778,28.768333,12128.5,9803.5,9325.0,159.1,0.8660254037844386,0.5000000000000001
-34.329722,18.990278,10864.0,8959.0,12654.0,158.2,0.8660254037844386,0.5000000000000001
-25.20639,27.558,14137.5,10466.5,10315.5,170.0,0.8660254037844386,0.5000000000000001
-23.281,30.54305556,17210.0,11879.5,18270.5,154.40001,0.8660254037844386,0.5000000000000001
-28.801278,31.955389,16685.5,9427.0,12127.0,150.2,0.8660254037844386,0.5000000000000001
-27.00222,28.76528,13724.0,9691.0,13005.5,161.6,0.8660254037844386,0.5000000000000001
-27.02314,28.59389,11490.5,9969.5,10372.5,163.1,0.8660254037844386,0.5000000000000001
-27.3,28.586944,14954.0,9636.0,14753.0,163.40001,0.8660254037844386,0.5000000000000001
-30.679722,26.7125,13400.0,10548.0,7764.0,180.90001,0.8660254037844386,0.5000000000000001
-28.460833,21.248889,14599.0,12046.5,12067.0,244.7,0.8660254037844386,0.5000000000000001
-28.460833,21.248889,14599.0,12046.5,12067.0,244.7,0.8660254037844386,0.5000000000000001
-29.140556,31.391944,13930.0,11594.0,8610.0,143.5,0.8660254037844386,0.5000000000000001
-25.99136,27.84208,18631.5,11771.5,16495.0,161.1,0.8660254037844386,0.5000000000000001
-24.058889,31.237222,14757.5,9468.5,13111.5,154.6,0.8660254037844386,0.5000000000000001
-26.73806,27.59194,9089.5,9167.0,7963.0,168.1,0.8660254037844386,0.5000000000000001
-30.86013889,29.07125,14558.0,10724.5,11450.0,140.6,0.8660254037844386,0.5000000000000001
-27.356667,27.286389,16828.5,9502.5,12665.5,182.40001,0.8660254037844386,0.5000000000000001
-28.058889,30.373611,14514.0,9326.0,12189.5,158.0,0.8660254037844386,0.5000000000000001
-27.01011111,26.69808333,12433.5,10433.5,9579.5,183.5,0.8660254037844386,0.5000000000000001
-27.169444,29.233889,6219.0,4774.0,5600.5,157.3,0.8660254037844386,0.5000000000000001
-26.98472222,26.63227778,13683.0,10207.0,14011.5,181.40001,0.8660254037844386,0.5000000000000001
-27.398611,26.614722,15515.5,10247.0,12823.0,191.90001,0.8660254037844386,0.5000000000000001
-27.573056,24.746389,17012.5,9767.5,12108.0,208.40001,0.8660254037844386,0.5000000000000001
-32.502778,19.535833,17653.0,13104.0,19330.0,233.40001,0.8660254037844386,0.5000000000000001
-25.45963889,28.26430556,13959.0,9926.0,15156.5,164.5,0.8660254037844386,0.5000000000000001
-26.970278,27.211111,10218.0,11040.0,7946.5,173.90001,0.8660254037844386,0.5000000000000001
-27.273889,28.49,12333.0,9060.0,9264.5,164.3,0.8660254037844386,0.5000000000000001
-28.69485,28.23487,14198.0,8931.0,11670.0,160.7,0.8660254037844386,0.5000000000000001
-28.883333,27.89,14007.5,9248.0,12553.5,164.2,0.8660254037844386,0.5000000000000001
-27.02314,28.59389,11490.5,9969.5,10372.5,163.1,0.8660254037844386,0.5000000000000001
-30.679722,26.7125,11724.0,10468.0,7895.0,180.90001,0.8660254037844386,0.5000000000000001
-30.534167,24.961944,15132.5,10835.0,13586.0,205.0,0.8660254037844386,0.5000000000000001
-34.031944,22.053333,9058.0,7859.0,8310.0,157.5,0.8660254037844386,0.5000000000000001
-34.039722,22.133333,13491.5,9266.0,13393.0,156.0,0.8660254037844386,0.5000000000000001
-32.595833,19.009444,15218.5,10334.0,14735.0,218.5,0.8660254037844386,0.5000000000000001
-28.801278,31.955389,16685.5,9427.0,12127.0,150.2,0.8660254037844386,0.5000000000000001
-29.658056,25.973333,14001.0,10765.0,12520.0,186.90001,0.8660254037844386,0.5000000000000001
-28.068333,31.55,16337.5,9854.5,14979.0,159.1,0.8660254037844386,0.5000000000000001
-28.760833,17.730278,11190.0,11426.0,7687.5,257.5,0.8660254037844386,0.5000000000000001
-29.7775,29.470833,16079.5,9355.0,12341.5,138.3,0.8660254037844386,0.5000000000000001
-29.987778,29.851667,19052.5,9616.0,14601.0,136.0,0.8660254037844386,0.5000000000000001
-29.744167,29.905833,15146.5,9829.5,12551.0,141.6,0.8660254037844386,0.5000000000000001
-26.861111,28.884722,17658.5,9550.0,13746.5,161.0,0.8660254037844386,0.5000000000000001
-26.45,28.085833,15210.0,10720.0,17974.0,162.5,0.8660254037844386,0.5000000000000001
-31.396,29.2651,12488.0,11835.5,8894.0,134.5,0.8660254037844386,0.5000000000000001
-25.20639,27.558,14137.5,10466.5,10315.5,170.0,0.8660254037844386,0.5000000000000001
-24.69514,27.40906,15543.0,10647.0,11919.5,172.90001,0.8660254037844386,0.5000000000000001
-27.802778,28.768333,12128.5,9803.5,9325.0,159.1,0.8660254037844386,0.5000000000000001
-27.398611,26.614722,15515.5,10247.0,12823.0,191.90001,0.8660254037844386,0.5000000000000001
-27.671111,27.236944,14887.0,10943.0,13522.0,182.90001,0.8660254037844386,0.5000000000000001
-30.568333,29.422778,17023.0,9417.0,13069.5,137.7,0.8660254037844386,0.5000000000000001
-33.38056,19.30167,15820.0,10665.5,16377.5,194.3,0.8660254037844386,0.5000000000000001
-33.31388889,19.07472222,13162.5,9546.5,12786.0,205.90001,0.8660254037844386,0.5000000000000001
-27.495556,26.074722,17937.5,11044.5,18143.5,194.2,0.8660254037844386,0.5000000000000001
-25.67386,31.57527,17360.5,9328.0,12598.5,154.8,0.8660254037844386,0.5000000000000001
-30.733889,29.828333,16068.0,9712.5,14358.0,132.40001,0.8660254037844386,0.5000000000000001
-30.398056,30.601944,17011.0,9213.5,12459.5,134.7,0.8660254037844386,0.5000000000000001
-27.273889,28.49,12333.0,9060.0,9264.5,164.3,0.8660254037844386,0.5000000000000001
-27.3,28.586944,14954.0,9636.0,14753.0,163.40001,0.8660254037844386,0.5000000000000001
-27.044444,27.005,17418.5,9908.0,13987.0,178.7,0.8660254037844386,0.5000000000000001
-30.86013889,29.07125,14558.0,10724.5,11450.0,140.6,0.8660254037844386,0.5000000000000001
-33.13083,18.86278,15187.0,11456.5,14527.0,207.1,0.8660254037844386,0.5000000000000001
-24.925278,29.324444,13185.0,9112.0,13904.5,162.40001,0.8660254037844386,0.5000000000000001
-27.00222,28.76528,13724.0,9691.0,13005.5,161.6,0.8660254037844386,0.5000000000000001
-27.02314,28.59389,11490.5,9969.5,10372.5,163.1,0.8660254037844386,0.5000000000000001
-22.43772222,31.07805556,13383.5,9030.0,12118.0,172.0,0.8660254037844386,0.5000000000000001
-29.803611,30.516111,15906.0,9643.0,14471.0,134.2,0.8660254037844386,0.5000000000000001
-25.99136,27.84208,18631.5,11771.5,16495.0,161.1,0.8660254037844386,0.5000000000000001
-26.861111,28.884722,17658.5,9550.0,13746.5,161.0,0.8660254037844386,0.5000000000000001
-26.73806,27.59194,9089.5,9167.0,7963.0,168.1,0.8660254037844386,0.5000000000000001
-26.45,28.085833,15210.0,10720.0,17974.0,162.5,0.8660254037844386,0.5000000000000001
-27.01011111,26.69808333,12433.5,10433.5,9579.5,183.5,0.8660254037844386,0.5000000000000001
-27.169444,29.233889,6219.0,4774.0,5600.5,157.3,0.8660254037844386,0.5000000000000001
-26.98472222,26.63227778,13683.0,10207.0,14011.5,181.40001,0.8660254037844386,0.5000000000000001
-27.398611,26.614722,15515.5,10247.0,12823.0,191.90001,0.8660254037844386,0.5000000000000001
-33.818056,19.694722,13785.0,9684.0,14045.5,201.8,0.8660254037844386,0.5000000000000001
-25.81048333,27.90955222,16870.5,9753.0,13408.0,164.1,0.8660254037844386,0.5000000000000001
-29.641944,30.6875,14678.0,9601.0,12867.0,139.7,0.8660254037844386,0.5000000000000001
-34.065833,20.404167,13912.0,8344.0,10705.0,179.3,0.8660254037844386,0.5000000000000001
-33.980556,21.653333,11814.0,10721.0,10788.0,164.5,0.8660254037844386,0.5000000000000001
-22.769722,30.886944,15026.0,9241.0,13124.0,159.8,0.8660254037844386,0.5000000000000001
-27.00222,28.76528,13724.0,9691.0,13005.5,161.6,0.8660254037844386,0.5000000000000001
-27.02314,28.59389,11490.5,9969.5,10372.5,163.1,0.8660254037844386,0.5000000000000001
-27.38972222,26.46388889,11481.0,11597.0,8583.0,193.3,0.8660254037844386,0.5000000000000001
-27.398611,26.614722,15515.5,10247.0,12823.0,191.90001,0.8660254037844386,0.5000000000000001
-27.671111,27.236944,14887.0,10943.0,13522.0,182.90001,0.8660254037844386,0.5000000000000001
-27.356667,27.286389,16828.5,9502.5,12665.5,182.40001,0.8660254037844386,0.5000000000000001
-33.897778,20.012778,14549.0,9048.0,10812.0,196.1,0.8660254037844386,0.5000000000000001
-23.23572222,27.717,12384.0,10024.0,10676.5,162.0,0.8660254037844386,0.5000000000000001
-28.44555556,32.325,8627.0,10515.0,7626.0,144.8,0.8660254037844386,0.5000000000000001
-30.679722,26.7125,11093.0,9954.0,7819.0,180.90001,0.8660254037844386,0.5000000000000001
-30.160091,27.40124,14141.5,10077.0,12302.0,171.3,0.8660254037844386,0.5000000000000001
-30.336111,27.359444,12158.0,9792.0,7909.0,171.90001,0.8660254037844386,0.5000000000000001
-28.460833,21.248889,13248.0,11215.5,10636.5,244.7,0.8660254037844386,0.5000000000000001
-28.760833,17.730278,11190.0,11426.0,7687.5,257.5,0.8660254037844386,0.5000000000000001
-24.183889,30.823889,12975.0,9423.0,12192.0,152.3,1.0,6.123233995736766e-17
-27.398611,26.614722,15515.5,10247.0,12823.0,191.90001,1.0,6.123233995736766e-17
-27.671111,27.236944,14887.0,10943.0,13522.0,182.90001,1.0,6.123233995736766e-17
-27.495556,26.074722,17937.5,11044.5,18143.5,194.2,1.0,6.123233995736766e-17
-23.658056,31.05,13467.0,10056.5,14670.5,156.40001,1.0,6.123233995736766e-17
-26.648056,27.089444,8205.5,4870.0,6161.0,170.90001,1.0,6.123233995736766e-17
-27.802778,28.768333,12113.5,9611.0,11318.5,159.1,1.0,6.123233995736766e-17
-24.679167,30.8025,12245.0,9505.5,14908.5,143.3,1.0,6.123233995736766e-17
-27.273889,28.49,12333.0,9060.0,9264.5,164.3,1.0,6.123233995736766e-17
-27.3,28.586944,14954.0,9636.0,14753.0,163.40001,1.0,6.123233995736766e-17
-30.679722,26.7125,11093.0,9954.0,7819.0,180.90001,1.0,6.123233995736766e-17
-27.02314,28.59389,11490.5,9969.5,10372.5,163.1,1.0,6.123233995736766e-17
-31.554722,29.245556,19619.0,9449.0,13890.0,123.700005,1.0,6.123233995736766e-17
-27.01011111,26.69808333,12433.5,10433.5,9579.5,183.5,1.0,6.123233995736766e-17
-27.802778,28.768333,12113.5,9611.0,11318.5,159.1,1.0,6.123233995736766e-17
-26.98472222,26.63227778,13683.0,10207.0,14011.5,181.40001,1.0,6.123233995736766e-17
-27.398611,26.614722,15515.5,10247.0,12823.0,191.90001,1.0,6.123233995736766e-17
-27.671111,27.236944,15184.0,10818.0,13762.0,182.90001,1.0,6.123233995736766e-17
-31.396,29.2651,12488.0,11835.5,8894.0,134.5,1.0,6.123233995736766e-17
-25.45963889,28.26430556,13959.0,9926.0,15156.5,164.5,1.0,6.123233995736766e-17
-25.81048333,27.90955222,16142.0,10433.5,14017.0,164.1,1.0,6.123233995736766e-17
-22.225556,29.990556,29764.0,65535.0,46934.0,164.1,1.0,6.123233995736766e-17
-26.03611,30.99778,14226.0,9724.0,11657.5,155.6,1.0,6.123233995736766e-17
-29.380556,30.2775,15627.0,9168.0,13115.5,134.90001,1.0,6.123233995736766e-17
-26.648056,27.089444,8205.5,4870.0,6161.0,170.90001,1.0,6.123233995736766e-17
-26.970278,27.211111,10218.0,11040.0,7946.5,173.90001,1.0,6.123233995736766e-17
-27.273889,28.49,12333.0,9060.0,9264.5,164.3,1.0,6.123233995736766e-17
-27.3,28.586944,14954.0,9636.0,14753.0,163.40001,1.0,6.123233995736766e-17
-27.044444,27.005,17418.5,9908.0,13987.0,178.7,1.0,6.123233995736766e-17
-28.69485,28.23487,14198.0,8931.0,11670.0,160.7,1.0,6.123233995736766e-17
-28.883333,27.89,14007.5,9248.0,12553.5,164.2,1.0,6.123233995736766e-17
-30.568333,29.422778,17023.0,9417.0,13069.5,137.7,1.0,6.123233995736766e-17
-30.570833,29.150556,14121.0,9550.0,12990.0,138.90001,1.0,6.123233995736766e-17
-34.329722,18.990278,10864.0,8959.0,12654.0,158.2,1.0,6.123233995736766e-17
-25.49037,30.6986,16072.0,9046.5,12058.0,144.7,1.0,6.123233995736766e-17
-29.380556,30.2775,15627.0,9168.0,13115.5,134.90001,1.0,6.123233995736766e-17
-30.86013889,29.07125,27145.0,21978.5,25473.5,140.6,1.0,6.123233995736766e-17
-30.77586667,29.03221667,16566.5,10123.0,15789.0,141.5,1.0,6.123233995736766e-17
-29.658056,25.973333,14001.0,10765.0,12520.0,186.90001,1.0,6.123233995736766e-17
-30.534167,24.961944,12658.5,9619.0,12444.0,205.0,1.0,6.123233995736766e-17
-31.031389,28.883333,17769.5,13540.0,17908.0,138.90001,1.0,6.123233995736766e-17
-34.039722,22.133333,13491.5,9266.0,13393.0,156.0,1.0,6.123233995736766e-17
-28.760833,17.730278,11190.0,11426.0,7687.5,257.5,1.0,6.123233995736766e-17
-29.7775,29.470833,16319.5,9852.5,13215.0,138.3,1.0,6.123233995736766e-17
-29.744167,29.905833,14730.0,9609.5,12273.0,141.6,1.0,6.123233995736766e-17
-26.861111,28.884722,15196.0,9383.0,13914.5,161.0,1.0,6.123233995736766e-17
-26.73806,27.59194,11090.5,10642.0,8503.5,168.1,1.0,6.123233995736766e-17
-26.45,28.085833,15210.0,10720.0,17974.0,162.5,1.0,6.123233995736766e-17
-25.127778,27.628889,7814.0,5189.5,6664.0,169.3,1.0,6.123233995736766e-17
-25.20639,27.558,14137.5,10466.5,10315.5,170.0,1.0,6.123233995736766e-17
-24.69514,27.40906,15543.0,10647.0,11919.5,172.90001,1.0,6.123233995736766e-17
-25.73411,27.21422,15835.0,10638.5,15640.5,164.0,1.0,6.123233995736766e-17
-30.733889,29.828333,13000.5,8771.0,9814.5,132.40001,1.0,6.123233995736766e-17
-27.398611,26.614722,15515.5,10247.0,12823.0,191.90001,1.0,6.123233995736766e-17
-27.495556,26.074722,17937.5,11044.5,18143.5,194.2,1.0,6.123233995736766e-17
-24.282222,28.090278,14726.5,9833.5,14166.0,155.40001,1.0,6.123233995736766e-17
-30.398056,30.601944,15623.5,8965.5,12325.0,134.7,1.0,6.123233995736766e-17
-30.27402,30.69602,15234.5,9761.0,14276.0,134.40001,1.0,6.123233995736766e-17
-26.880278,26.965,14265.0,9582.5,14182.0,175.5,1.0,6.123233995736766e-17
-27.273889,28.49,12333.0,9060.0,9264.5,164.3,1.0,6.123233995736766e-17
-34.031944,22.053333,9058.0,7859.0,8310.0,157.5,1.0,6.123233995736766e-17
-27.00222,28.76528,13724.0,9691.0,13005.5,161.6,1.0,6.123233995736766e-17
-27.02314,28.59389,11490.5,9969.5,10372.5,163.1,1.0,6.123233995736766e-17
-24.925278,29.324444,13185.0,9112.0,13904.5,162.40001,1.0,6.123233995736766e-17
-29.803611,30.516111,16370.0,9330.0,12834.0,134.2,1.0,6.123233995736766e-17
-26.970278,27.211111,10218.0,11040.0,7946.5,173.90001,1.0,6.123233995736766e-17
-27.01011111,26.69808333,12433.5,10433.5,9579.5,183.5,1.0,6.123233995736766e-17
-26.861111,28.884722,15196.0,9383.0,13914.5,161.0,1.0,6.123233995736766e-17
-26.45,28.085833,15210.0,10720.0,17974.0,162.5,1.0,6.123233995736766e-17
-27.398611,26.614722,15515.5,10247.0,12823.0,191.90001,1.0,6.123233995736766e-17
-33.31388889,19.07472222,12492.0,8910.0,12045.0,205.90001,1.0,6.123233995736766e-17
-28.338333,31.373611,12373.0,10239.5,11787.0,148.5,1.0,6.123233995736766e-17
-29.641944,30.6875,13939.5,9109.0,12721.5,139.7,1.0,6.123233995736766e-17
-28.735556,29.820556,23429.5,18311.5,20776.5,157.90001,1.0,6.123233995736766e-17
-26.648056,27.089444,8205.5,4870.0,6161.0,170.90001,1.0,6.123233995736766e-17
-27.044444,27.005,17418.5,9908.0,13987.0,178.7,1.0,6.123233995736766e-17
-33.13083,18.86278,14349.0,10717.0,14116.0,207.1,1.0,6.123233995736766e-17
-25.45963889,28.26430556,13959.0,9926.0,15156.5,164.5,1.0,6.123233995736766e-17
-25.81048333,27.90955222,16142.0,10433.5,14017.0,164.1,1.0,6.123233995736766e-17
-27.602222,29.942778,14409.0,9184.0,13498.0,165.8,1.0,6.123233995736766e-17
-27.3,28.586944,14954.0,9636.0,14753.0,163.40001,1.0,6.123233995736766e-17
-33.38056,19.30167,14722.5,9986.5,16432.0,194.3,1.0,6.123233995736766e-17
-27.00222,28.76528,13724.0,9691.0,13005.5,161.6,1.0,6.123233995736766e-17
-27.02314,28.59389,11490.5,9969.5,10372.5,163.1,1.0,6.123233995736766e-17
-30.160091,27.40124,15023.0,10187.5,11689.0,171.3,1.0,6.123233995736766e-17
-30.336111,27.359444,10775.0,9349.0,7749.0,171.90001,1.0,6.123233995736766e-17
-28.760833,17.730278,11190.0,11426.0,7687.5,257.5,1.0,6.123233995736766e-17
-22.43772222,31.07805556,13383.5,9030.0,12118.0,172.0,1.0,6.123233995736766e-17
-26.73806,27.59194,10166.0,9681.5,7963.5,168.1,1.0,6.123233995736766e-17
-25.127778,27.628889,16378.5,9838.0,16067.5,169.3,1.0,6.123233995736766e-17
-25.20639,27.558,14713.5,9975.5,11886.0,170.0,1.0,6.123233995736766e-17
-24.69514,27.40906,14027.0,10009.5,11192.5,172.90001,1.0,6.123233995736766e-17
-26.98472222,26.63227778,13683.0,10207.0,14011.5,181.40001,1.0,6.123233995736766e-17
-28.141944,26.417778,14445.0,9659.0,13559.0,192.90001,1.0,6.123233995736766e-17
-27.398611,26.614722,15515.5,10247.0,12823.0,191.90001,1.0,6.123233995736766e-17
